"loc","loc_lat","loc_lng","count"
"35 km (21.9 mls) E of San Carlos de Bariloche International Airport, RN (BRC) (   Argentina)",-41.14157,-71.29964,1
"35 km (21.9 mls) ESE Etropole (   Bulgaria)","42.8343","23.9982",1
"35 km (21.9 mls) ESE of Bardufoss Airport (BDU) (   Norway)","69.04735","18.50149",1
"35 km (21.9 mls) from  Lukapa (   Angola)",-8.42195,"20.73961",1
"35 km (21.9 mls) NE of Linz (   Austria)","48.30424","14.28813",1
"35 km (21.9 mls) NE of Salerno (   Italy)","40.67348","14.77126",1
"35 km (21.9 mls) N of Cutral-Có , NE (   Argentina)",-38.93731,-69.2291,1
"35 km (21.9 mls) N off  Key West, FL (   United States of America)","24.5545",-81.80023,1
"35 km (21.9 mls) N of Petropavlovsk-Kamchatsky Airport (PKC) (   Russia)","53.05868","158.63259",1
"35 km (21.9 mls) N of Port Moresby (   Papua New Guinea)",-9.45507,"147.20382",1
"35 km (21.9 mls) NW of Cebu (   Philippines)","10.31122","123.89234",1
"35 km (21.9 mls) NW of Palm Springs, CA (   United States of America)","33.82322",-116.51196,1
"35 km (21.9 mls) SE from  Kerman (   Iran)","30.27663","57.06364",1
"35 km (21.9 mls) SE of Isma'iliya (   Egypt)","30.60313","32.27937",1
"35 km (21.9 mls) S off  Demre, Turkey (   Mediterranean Sea)","36.24512","29.98722",1
"35 km (21.9 mls) S of Salt Lake City, UT (   United States of America)","40.76031",-111.88822,1
"35 km (21.9 mls) SW of Gander, NL (   Canada)","48.95686",-54.60917,1
"35 km (21.9 mls) SW of Sangar (   Russia)","63.92296","127.46932",1
"35 km (21.9 mls) SW of Yartsevo (   Russia)","55.07463","32.66391",1
"35 km (21.9 mls) W off  Latakia-Khmeimim Air Base (LTK) (   Syria)","35.52435","35.79232",1
"35 km (21.9 mls) W of Juneau, AK (   United States of America)","58.29973",-134.40679,1
"35 km (21.9 mls) W of Pritchett, CO (   United States of America)","37.37224",-102.86001,1
"35 km (21.9 mls) W of Sarajevo (   Bosnia and Herzegovina)","43.85946","18.43583",1
"3,5 km (2.2 mls) ENE of Kozelsk, Kaluga Region (   Russia)","54.03518","35.78944",1
"3,5 km (2.2 mls) E of Maçka (   Turkey)","40.81115","39.61354",1
"3,5 km (2.2 mls) E of San Juan-Luis Muñoz Marín International Airport (SJU) (   Puerto Rico)","18.40267",-66.05649,1
"3,5 km (2.2 mls) from  Alma-Ata Airport (ALA) (   Kazakhstan)","43.28327","76.9253",1
"3,5 km (2.2 mls) from  Brno-Turany Airport (BRQ) (   Czech Republic)","49.16482","16.6784",1
"3,5 km (2.2 mls) from  Nizhniye Kresty Airport (CYX) (   Russia)","53.49658","36.87449",1
"3,5 km (2.2 mls) from  Pikangikum, ON (   Canada)","51.80395",-93.98851,1
"3,5 km (2.2 mls) from  Wroclaw-Strachowice Airport (WRO) (   Poland)","51.10439","16.89563",1
"3,5 km (2.2 mls) NW off  Los Angeles International Airport, CA (LAX) (   United States of America)","34.19571",-118.34923,1
"3,5 km (2.2 mls) NW of Higgins Field, QLD (ABM) (   Australia)",-35.23314,"149.02738",1
"3,5 km (2.2 mls) off  Progreso (   Mexico)","21.28259",-89.6634,1
"3,5 km (2.2 mls) SE of Kurilovka (   Ukraine)","49.66023","37.69858",1
"3,5 km (2.2 mls) S of Adavale, QLD (   Australia)",-25.90878,"144.59949",1
"3,5 km (2.2 mls) S of Calcutta-Dum Dum Airport (CCU) (   India)","22.6469","88.43932",1
"3,5 km (2.2 mls) S of Malta-Luqa Airport (MLA) (   Malta)","46.95322","13.50453",1
"3,5 km (2.2 mls) SW of Detroit-Metropolitan Airport, MI (DTW) (   United States of America)","42.53099",-82.93518,1
"3,5 km (2.2 mls) SW of Urakhcha, Rybnaya Sloboda district, Tatarstan (   Russia)","55.47134","50.15156",1
"35km SSE off St. Kilda, Scotland, U.K. (   Atlantic Ocean)","57.8112",-8.56658,1
"36 km (22.5 mls) from  Alma-Ata (   Kazakhstan)","43.25066","76.88814",1
"36 km (22.5 mls) from  Kabul (   Afghanistan)","34.53314","69.10224",1
"36 km (22.5 mls) from  Kharkov (   Ukraine)","50.0042","36.23577",1
"36 km (22.5 mls) W off  Algiers (   Algeria)","36.77157","3.05927",1
"3,6 km (2.3 mls) from  Curitiba-Afonso Pena Airport, PR (CWB) (   Brazil)",-25.42545,-49.22856,1
"3,6 km (2.3 mls) from  Francistown Airport (FRW) (   Botswana)",-21.16957,"27.51194",1
"3,6 km (2.3 mls) NE of Parrottsville, TN (   United States of America)","36.0091",-83.09181,1
"3,6 km (2.3 mls) NE of Petreasa, Alba (   Romania)","44.6353","23.98946",1
"3,6 km (2.3 mls) NW of Yumbillo (   Colombia)","3.5954",-76.53261,1
"370 km (231.3 mls) off  Hilo, HI, USA (   Pacific Ocean)","46.68153",-123.75648,1
"370 km (231.3 mls) SE off  New York, NJ, USA (   Atlantic Ocean)","40.58693",-73.72913,1
"376 km (235 mls) W of Albuquerque, NM (   United States of America)","35.08423",-106.64905,1
"37 km (23.1 mls) E of Chiringa (   Bangladesh)","22.50603","92.06823",1
"37 km (23.1 mls) ESE of San Juan (   Puerto Rico)","18.38475",-66.05481,1
"37 km (23.1 mls) from  Kaduna (   Nigeria)","10.54199","7.43589",1
"37 km (23.1 mls) NE of Iloilo (   Philippines)","10.70507","122.56786",1
"37 km (23.1 mls) N of Mohanbari (   India)","28.47952","76.39577",1
"37 km (23.1 mls) N of Mumbai Airport (BOM) (   India)","19.09413","72.85581",1
"37 km (23.1 mls) NW of Al Qaysumah (   Saudi Arabia)","28.31757","46.12565",1
"37 km (23.1 mls) NW of Nadzab (   Papua New Guinea)",-6.51687,"146.71313",1
"37 km (23.1 mls) off  Vladivostok (   Russia)","43.11567","131.88591",1
"37 km (23.1 mls) S of Portland Bill (   United Kingdom)","50.51441",-2.4561,1
"37 km (23.1 mls) SW of N'Gaoundéré (   Cameroon)","7.32068","13.58468",1
"37 km (23.1 mls) W of Fort Collins, CO (   United States of America)","40.58147",-105.07662,1
"37 km (23.1 mls) W of Kirensk, Irkutsk Region (   Russia)","57.77397","108.09831",1
"37 km (23.1 mls) W of Wichita, KS (   United States of America)","37.68698",-97.33558,1
"3,7 km (2.3 mls) E of Lanseria Airport (HLA) (   South Africa)",-25.95093,"27.91814",1
"3,7 km (2.3 mls) from  Davis Inlet Airport, NL (YDI) (   Canada)","53.12509",-105.6467,1
"3,7 km (2.3 mls) from  Panevezys-Pajuostis Air Base (PNV) (   Lithuania)","55.72711","24.35436",1
"3,7 km (2.3 mls) NNE of London-Biggin Hill Airport (BQH) (   United Kingdom)","51.41599",-0.10415,1
"3,7 km (2.3 mls) N of Leticia-Alfredo Vásquez Cobo Airport (LET) (   Colombia)","2.44491",-76.60139,1
"3,7 km (2.3 mls) SE of Saint Louis-Lambert International Airport, MO (STL) (   United States of America)","38.74361",-90.37134,1
"3,7 km (2.3 mls) S of Fayetteville-Pope AFB, NC (POB) (   United States of America)","35.06379",-78.87415,1
"3,7 km (2.3 mls) S of Torino Airport (TRN) (   Italy)","43.79286","7.60534",1
"3,7 km (2.3 mls) W of Lusaka Airport (LUN) (   Zambia)",-15.45385,"28.34798",1
"38 km (23.8 mls) N of Chisinau Airport (KIV) (   Moldova)","47.0246","28.83243",1
"38 km (23.8 mls) S of Paranapanema, SP (   Brazil)",-23.38952,-48.72307,1
"38 km (23.8 mls) SW of Imphal Municipal Airport (IMF) (   India)","24.80149","93.93727",1
"3,8 km (2.4 mls) N of Shanksville, PA (   United States of America)","40.019",-78.90928,1
"3,8 km (2.4 mls) NW of Reno-Stead Airport, NV (   United States of America)","39.63468",-119.88195,1
"3, 8 km from Rio de Janeiro-Santos Dumont Airport, RJ (SDU) (   Brazil)",-22.80815,-43.35549,1
"39 km (24.4 mls) from  Oaxaca (   Mexico)","17.06173",-96.7261,1
"39 km (24.4 mls) NE of Talas (   Kyrgyzstan)","42.52935","72.22172",1
"39 km (24.4 mls) NW of Klamath Falls, OR (   United States of America)","42.22389",-121.78206,1
"39 km (24.4 mls) SE of Athens (   Greece)","37.97614","23.7364",1
"39 km (24.4 mls) W of Rio Branco Airport, AC (RBR) (   Brazil)",-9.97388,-67.80756,1
"3 km (1.9 mls) E of Bainbridge, MD (   United States of America)","30.90618",-84.57565,1
"3 km (1.9 mls) E of Catamarca Airport, CA (CTC) (   Argentina)",-28.48736,-65.78521,1
"3 km (1.9 mls) E of Decatur, IL (DEC) (   United States of America)","39.84586",-88.95209,1
"3 km (1.9 mls) E of Delhi-Palam Airport (DEL) (   India)","28.59109","77.09119",1
"3 km (1.9 mls) E off  Punta Gorda (   Belize)","16.09828",-88.80922,1
"3 km (1.9 mls) E off  Sydney-Kingsford Smith International Airport, NSW (SYD) (   Australia)",-33.93349,"151.23596",1
"3 km (1.9 mls) E of Groesbeek (   Netherlands)","51.77674","5.93246",1
"3 km (1.9 mls) E of Lapine, AL (   United States of America)","31.96551",-86.28431,1
"3 km (1.9 mls) E of Pervouralsk (   Russia)","56.90511","59.95329",1
"3 km (1.9 mls) E of Sainte-Mère-Église (   France)","49.40831",-1.31743,1
"3 km (1.9 mls) E of Saskatoon Airport, SK (YXE) (   Canada)","52.15636",-106.68627,1
"3 km (1.9 mls) E of Villavicencio-La Vanguardia Airport (VVC) (   Colombia)","4.17808",-73.62123,1
"3 km (1.9 mls) E of Whittier, CA (   United States of America)","33.97542",-118.03407,1
"3 km (1.9 mls) ESE of Fort Collins/Loveland Municipal Airport, CO (FNL) (   United States of America)","40.58147",-105.07662,1
"3 km (1.9 mls) from  Andoas (   Peru)",-2.85313,-76.35744,1
"3 km (1.9 mls) from  Barysh Airstrip (   Russia)","53.65634","47.12212",1
"3 km (1.9 mls) from  Berlin-Gatow (   Germany)","52.48884","13.1807",1
"3 km (1.9 mls) from  Cherry Point MCAS, NC (NKT) (   United States of America)","34.91454",-76.87786,1
"3 km (1.9 mls) from  Cochrane Airport (LGR) (   Chile)",-47.25325,-72.57467,1
"3 km (1.9 mls) from  Cottageville, SC (   United States of America)","32.93695",-80.48092,1
"3 km (1.9 mls) from  Isiro-Matari Airport (IRP) (   Congo (Democratic Republic))","2.77119","27.60943",1
"3 km (1.9 mls) from  Jacobkondre (   Suriname)","4.9483",-55.53571,1
"3 km (1.9 mls) from  Jaffna-Palaly AFB (   Sri Lanka)","9.79124","80.0774",1
"3 km (1.9 mls) from  K-50 Airport (   Somalia)","41.93571","12.51489",1
"3 km (1.9 mls) from  Karachi Airport (KHI) (   Pakistan)","24.89612","66.99931",1
"3 km (1.9 mls) from  Kermanshah Airport (KSH) (   Iran)","34.30941","47.05454",1
"3 km (1.9 mls) from  Kobyay Airstrip (   Russia)","63.58018","126.49665",1
"3 km (1.9 mls) from  Köln-Butzweilerhof Airfield (   Germany)","38.29155",-122.08698,1
"3 km (1.9 mls) from  Kongolo Airport (KOO) (   Congo (Democratic Republic))",-5.38104,"27.00687",1
"3 km (1.9 mls) from  La Macarena Airport (LMC) (   Colombia)","2.18238",-73.78482,1
"3 km (1.9 mls) from  Limestone-Loring AFB, ME (LIZ) (   United States of America)","46.9396",-67.92215,1
"3 km (1.9 mls) from  Madrid Airport (   Colombia)","40.22654",-3.76533,1
"3 km (1.9 mls) from  Marabá, PA (   Brazil)",-5.37091,-49.12513,1
"3 km (1.9 mls) from  Marianivka, Frunze district, Odessa region (   Ukraine)","45.44697","34.29681",1
"3 km (1.9 mls) from  Milano-Parma Airport (PMF) (   Italy)","44.81796","10.32835",1
"3 km (1.9 mls) from  Mwanza (HTMW) (   Tanzania)",-2.48853,"32.9064",1
"3 km (1.9 mls) from  Myakotino, Zubtsov district, Tver region (   Russia)","56.77481","43.02751",1
"3 km (1.9 mls) from  Nairobi (   Kenya)",-1.28352,"36.8238",1
"3 km (1.9 mls) from  Newquay-St Mawgan RAF Station (NQY) (   United Kingdom)","50.45465",-4.99828,1
"3 km (1.9 mls) from  Playa del Carmen Airport (PCM) (   Mexico)","20.63023",-87.0711,1
"3 km (1.9 mls) from  Port of Spain-Piarco Airport (POS) (   Trinidad and Tobago)","10.59187",-61.33161,1
"3 km (1.9 mls) from  Quito-Mariscal Sucre Airport (UIO) (   Ecuador)",-0.18931,-78.51185,1
"3 km (1.9 mls) from  Resende Airport, RJ (REZ) (   Brazil)",-22.47053,-44.45037,1
"3 km (1.9 mls) from  Resistencia Airport, CH (RES) (   Argentina)",-34.76077,-58.25177,1
"3 km (1.9 mls) from  Saigon-Tan Son Nhut Airport (SGN) (   Vietnam)","10.82605","106.64179",1
"3 km (1.9 mls) from  San Borja-Capitan G Q Guardia Airport (SRJ) (   Bolivia)",-14.85837,-66.74392,1
"3 km (1.9 mls) from  San Juan-Isla Grande (   Puerto Rico)","18.45496",-66.0894,1
"3 km (1.9 mls) from  Savannakhet Airport (ZVK) (   Laos)","16.54676","104.75354",1
"3 km (1.9 mls) from  Shingbwiyang (   Myanmar)","26.69718","96.20787",1
"3 km (1.9 mls) from  Tachilek Airport (THL) (   Myanmar)","20.47761","99.93903",1
"3 km (1.9 mls) from  Timmins Airport, ON (YTS) (   Canada)","48.52832",-81.37435,1
"3 km (1.9 mls) from  Trenton-Mercer County Airport, NJ (TTN) (   United States of America)","40.28049",-74.82219,1
"3 km (1.9 mls) from  Tucuma Airport, PA (TUZ) (   Brazil)",-6.75267,-51.14106,1
"3 km (1.9 mls) from  Villahermosa (   Mexico)","17.99639",-92.93694,1
"3 km (1.9 mls) from  Yogyakarta (   Indonesia)",-7.80372,"110.37481",1
"3 km (1.9 mls) NE of Aurangabad Airport (IXU) (   India)","19.85867","75.40978",1
"3 km (1.9 mls) NE of Basal Airfield (   Pakistan)","33.53863","72.23876",1
"3 km (1.9 mls) NE of Berlin-Schönefeld Airport (SXF) (   Germany)","52.39696","13.53075",1
"3 km (1.9 mls) NE of Brussel-Zaventem Airport (BRU) (   Belgium)","50.86489","4.4202",1
"3 km (1.9 mls) NE of Dessau (   Germany)","51.83576","12.24279",1
"3 km (1.9 mls) NE off  Papeete-Faaa Airport (PPT), Tahiti (   French Polynesia)",-17.54471,-149.57463,1
"3 km (1.9 mls) NE off  San Francisco Municipal Airport, CA (SFO) (   United States of America)","37.65495",-122.40757,1
"3 km (1.9 mls) NE of Invergordon, Rosshire, Scotland (   United Kingdom)","57.68783",-4.16641,1
"3 km (1.9 mls) NE of La Coruña Airport (LCG) (   Spain)","41.27299","1.97855",1
"3 km (1.9 mls) NE of Olathe NAS, KS (JCI) (   United States of America)","38.88353",-94.81857,1
"3 km (1.9 mls) NE of St. Moritz-Samedan Airport (SMV) (   Switzerland)","46.49706","9.83817",1
"3 km (1.9 mls) NE of Zelma, MO (   United States of America)","37.14567",-90.07602,1
"3 km (1.9 mls) NNE of Godstone, Surrey (   United Kingdom)","51.25008",-0.06698,1
"3 km (1.9 mls) NNE of Walkersville, MD (   United States of America)","39.4815",-77.35069,1
"3 km (1.9 mls) NNW of Bridgeport, TX (   United States of America)","33.21043",-97.75854,1
"3 km (1.9 mls) NNW of Cantallops (   Spain)","42.42175","2.92552",1
"3 km (1.9 mls) N of Ashbourne (   Ireland)","53.51376",-6.40172,1
"3 km (1.9 mls) N of Benson RAF Station (BEX) (   United Kingdom)","51.62497",-1.10645,1
"3 km (1.9 mls) N of Bucharest-Otopeni International Airport (OTP) (   Romania)","44.4343","26.10298",1
"3 km (1.9 mls) N of Cairns Airport, QLD (CNS) (   Australia)",-16.88413,"145.76121",1
"3 km (1.9 mls) N of Calhan, CO (   United States of America)","39.03595",-104.29754,1
"3 km (1.9 mls) N of Campbell River Airport, BC (YBL) (   Canada)","49.95625",-125.27322,1
"3 km (1.9 mls) N of Cartersville Airport, GA (   United States of America)","34.16523",-84.79539,1
"3 km (1.9 mls) N of Cincinnati-Greater Cincinnati, OH (   United States of America)","39.28836",-84.35112,1
"3 km (1.9 mls) N of Collinsville, CA (   United States of America)","38.07769",-121.85025,1
"3 km (1.9 mls) N off  Cleveland-Burke Lakefront Airport, OH (BKL) (   United States of America)","41.51652",-81.67453,1
"3 km (1.9 mls) N off  Palermo-Punta Raisi Airport (PMO) (   Italy)","38.12207","13.36112",1
"3 km (1.9 mls) N of Mimizan (   France)","44.20282",-1.23191,1
"3 km (1.9 mls) N of Negombo RAF Station (   Sri Lanka)","7.2109","79.84149",1
"3 km (1.9 mls) N of Petrozavodsk Airport (PES) (   Russia)","61.79013","34.3505",1
"3 km (1.9 mls) N of Reuville (   France)","49.75183","0.8645",1
"3 km (1.9 mls) N of Salisbury Airport (HRE) (   Zimbabwe)","53.02021",-6.987,1
"3 km (1.9 mls) N of Santa Rosa Airport, LP (RSA) (   Argentina)",-36.62099,-64.29964,1
"3 km (1.9 mls) N of Surabaya-Juanda Airport (SUB) (   Indonesia)",-7.26309,"112.73129",1
"3 km (1.9 mls) N of Vostochnaya, Ust'-Labinsk Region, Krasnodarskiy kray (   Russia)","45.22489","39.71878",1
"3 km (1.9 mls) N of Wesel (   Germany)","51.65573","6.61684",1
"3 km (1.9 mls) NW of Berkeley Springs, WV (   United States of America)","39.62811",-78.22688,1
"3 km (1.9 mls) NW of Churchill Falls Airport, NL (ZUM) (   Canada)","53.53037",-64.00152,1
"3 km (1.9 mls) NW of Da Nang Airport (DAD) (   Vietnam)","16.07142","108.22094",1
"3 km (1.9 mls) NW off  Lobito Airport (   Angola)",-12.37034,"13.54016",1
"3 km (1.9 mls) NW off  Pelee Island, ON (   Canada)","41.76848",-82.68887,1
"3 km (1.9 mls) NW of Hollywood, CA (   United States of America)","34.10156",-118.33708,1
"3 km (1.9 mls) NW of Sharjah Airport (SHJ) (   United Arab Emirates)","25.35287","55.39203",1
"3 km (1.9 mls) off  Athens-Ellinikon International Airport (ATH) (   Greece)","38.00719","23.75357",1
"3 km (1.9 mls) off  Barangay Bukana, San Pedro Extension, Davao City (   Philippines)","7.0619","125.61205",1
"3 km (1.9 mls) off  Flinders Island, TAS [Bass Strait] (   Australia)",-38.47531,"145.01821",1
"3 km (1.9 mls) off  Gan RAF Station (GAN) (   Maldives)","1.93524","73.54334",1
"3 km (1.9 mls) off  Kota Kinabalu Airport (BKI) (   Malaysia)","5.98139","116.07423",1
"3 km (1.9 mls) off  Mar del Plata, BA (   Argentina)",-37.99742,-57.54847,1
"3 km (1.9 mls) off  Santo Domingo-Las Américas International Airport (SDQ) (   Dominican Republic)","18.48372",-69.8672,1
"3 km (1.9 mls) off  São Tomé Island Airport (TMS) (   São Tomé and Príncipe)","0.33974","6.73119",1
"3 km (1.9 mls) off  Vougo, Normandy (   France)","48.63486",-4.38305,1
"3 km (1.9 mls) SE of Akshi (   Russia)","50.28534","113.28731",1
"3 km (1.9 mls) SE of Casablanca-Cazes Airport (   Morocco)","33.59662",-7.61889,1
"3 km (1.9 mls) SE of Cheung Chau Island (   Hong Kong)","22.20845","114.02869",1
"3 km (1.9 mls) SE of Gold Run, Placer County, CA (   United States of America)","39.17839",-120.858,1
"3 km (1.9 mls) SE of Ivanovo Airport (IWA) (   Russia)","56.99561","40.97903",1
"3 km (1.9 mls) SE of Ljubljana-Brnik Airport (LJU) (   Slovenia)","46.05063","14.50283",1
"3 km (1.9 mls) SE of Lübeck (   Germany)","53.86628","10.68082",1
"3 km (1.9 mls) SE of Malakhovo (   Russia)","55.76485","43.01258",1
"3 km (1.9 mls) SE of Marseilles, OH (   United States of America)","40.70096",-83.39375,1
"3 km (1.9 mls) SE of Milwaukee, WI (   United States of America)","43.042",-87.90687,1
"3 km (1.9 mls) SE of Minsk-2 International Airport (MSQ) (   Belarus)","53.90376","27.56544",1
"3 km (1.9 mls) SE of Pittsburgh-Allegheny County Airport, PA (AGC) (   United States of America)","40.35049",-79.92587,1
"3 km (1.9 mls) SE of Prince Rupert-Seal Cove Airport, BC (ZSW) (   Canada)","54.3309",-130.28975,1
"3 km (1.9 mls) SE of Reno/Tahoe International Airport, NV (RNO) (   United States of America)","39.51823",-119.8105,1
"3 km (1.9 mls) SE of Richmond RAAF Base, NSW (   Australia)",-33.59784,"150.75283",1
"3 km (1.9 mls) SE of Wymeswold (   United Kingdom)","52.80633",-1.10965,1
"3 km (1.9 mls) S of Aberdeen-Dyce Airport (ABZ) (   United Kingdom)","57.20511",-2.21184,1
"3 km (1.9 mls) S of Bastogne (   Belgium)","50.00092","5.71455",1
"3 km (1.9 mls) S of Bathurst-Yundum Airport (BJL) (   Gambia)","13.3342",-16.66965,1
"3 km (1.9 mls) S off  Biak (   Indonesia)",-0.90624,"122.8812",1
"3 km (1.9 mls) S off  Gela, Sicily (   Italy)","37.06816","14.25023",1
"3 km (1.9 mls) S off  Sciacca (   Italy)","37.51088","13.07971",1
"3 km (1.9 mls) S of Heliopolis (   Egypt)","30.09103","31.31137",1
"3 km (1.9 mls) S of Issaquah, WA (   United States of America)","47.5301",-122.03421,1
"3 km (1.9 mls) S of Jakarta-Halim Perdana Kusuma Airport (HLP) (   Indonesia)",-6.26744,"106.87735",1
"3 km (1.9 mls) S of Kizyl-Arvat (   Turkmenistan)","38.97757","56.27151",1
"3 km (1.9 mls) S of Norman Wells Airport, NT (YVQ) (   Canada)","65.28364",-126.85681,1
"3 km (1.9 mls) S of Paipa-Juan Jose Rondon Airport (   Colombia)","4.56349",-74.15268,1
"3 km (1.9 mls) S of Paksong (   Laos)","15.26602","106.78092",1
"3 km (1.9 mls) S of Pique, OH (   United States of America)","40.14762",-84.2398,1
"3 km (1.9 mls) S of Posadas Airport, MI (PSS) (   Argentina)",-27.42181,-55.93382,1
"3 km (1.9 mls) S of Prescott Airport, AZ (PRC) (   United States of America)","34.54143",-112.46873,1
"3 km (1.9 mls) S of Raleigh/Durham Airport, NC (RDU) (   United States of America)","35.98693",-78.66861,1
"3 km (1.9 mls) S of Suez (   Egypt)","29.97766","32.54347",1
"3 km (1.9 mls) S of Terrace Airport, BC (YXT) (   Canada)","54.51592",-128.60322,1
"3 km (1.9 mls) SSW of Barrancabermeja Airport (EJA) (   Colombia)","7.06191",-73.85038,1
"3 km (1.9 mls) SSW of Raleigh/Durham Airport, NC (RDU) (   United States of America)","35.98693",-78.66861,1
"3 km (1.9 mls) SSW of Terre Haute-Hulman Field, IN (HUF) (   United States of America)","39.44842",-87.37005,1
"3 km (1.9 mls) SW Mineralnye Vody Airport (MRV) (   Russia)","44.1979","43.12299",1
"3 km (1.9 mls) SW of Aldbourne (   United Kingdom)","51.47951",-1.62204,1
"3 km (1.9 mls) SW of Bordeaux-Mérignac Airport (BOD) (   France)","44.83735",-0.67626,1
"3 km (1.9 mls) SW of Lawrenceville-George AAF, IL (LWV) (   United States of America)","38.72344",-87.69508,1
"3 km (1.9 mls) SW of Legaspi Airport (LGP) (   Philippines)","13.1514","123.73159",1
"3 km (1.9 mls) SW of Muroc AAF, CA (   United States of America)","34.92349",-117.88968,1
"3 km (1.9 mls) SW of Warlingham (   United Kingdom)","51.31058",-0.0571,1
"3 km (1.9 mls) WNW of Bethel Airport, AK (BET) (   United States of America)","60.93645",-164.6365,1
"3 km (1.9 mls) WNW of Blue Mounds, WI (   United States of America)","43.01703",-89.83426,1
"3 km (1.9 mls) WNW off  Fonte da Telha (   Portugal)","38.5724",-9.1949,1
"3 km (1.9 mls) WNW of Hong Kong-Kai Tak International Airport (HKG) (   Hong Kong)","22.31442","114.21013",1
"3 km (1.9 mls) W of Békéssámson (   Hungary)","46.42486","20.61835",1
"3 km (1.9 mls) W of Bogotá-Eldorado Airport (BOG) (   Colombia)","4.73581",-74.12336,1
"3 km (1.9 mls) W of Brownfield, IL (   United States of America)","37.33635",-88.6091,1
"3 km (1.9 mls) W of Brunswick-Glynco Jetport, GA (BQK) (   United States of America)","31.27082",-81.46314,1
"3 km (1.9 mls) W off  Bombay-Santacruz Airport (BOM) (   India)","19.08052","72.85178",1
"3 km (1.9 mls) W off  Cox's Bazar Airport (CXB) (   Bangladesh)","21.45367","91.96629",1
"3 km (1.9 mls) W off  Saint Thomas-Cyril E. King Airport (STT) (   U.S. Virgin Islands)","18.349",-64.93043,1
"3 km (1.9 mls) W of Myrtle Beach, SC (   United States of America)","33.69373",-78.88232,1
"3 km (1.9 mls) W of Nanisivik Airport, NU (YSR) (   Canada)","73.03552",-84.53044,1
"3 km (1.9 mls) W of Paramaribo-Zanderij International Airport (PBM) (   Suriname)","5.82031",-55.16542,1
"3 km (1.9 mls) W of Pickle Lake, ON (   Canada)","51.48351",-90.15916,1
"3 km (1.9 mls) W of San Carlos, CA (   United States of America)","37.50495",-122.26281,1
"3 km (1.9 mls) W of Tallahassee, FL (   United States of America)","30.43977",-84.28065,1
"3 km (1.9 mls) W of Toledo, OH (   United States of America)","41.65381",-83.53626,1
"400 m off Singapore-Seletar Airport (XSP) (   Singapore)","1.39657","103.8147",1
"40 km (25 mls) ENE of Paramaribo (   Suriname)","5.82031",-55.16542,1
"40 km (25 mls) E of Alexandria (   Egypt)","31.2105","29.91253",1
"40 km (25 mls) E of Caracas (   Venezuela)","10.50556",-66.91771,1
"40 km (25 mls) E of Ensenada (   Mexico)","31.8641",-116.61458,1
"40 km (25 mls) E off  Brunswick NAS, ME (NHZ) (   Atlantic Ocean)","33.88211",-78.46415,1
"40 km (25 mls) E of San Carlos (   Nicaragua)","11.13217",-84.77461,1
"40 km (25 mls) E of Santiago-Los Cerrillos (   Chile)",-33.48862,-70.70079,1
"40 km (25 mls) from  Guajará Mirim, GO (   Brazil)",-10.74897,-65.3016,1
"40 km (25 mls) from  Panama City-Tocumen (   Panama)","9.10369",-79.37604,1
"40 km (25 mls) from  Petropavlovsk-Kamchatsky (   Russia)","53.05868","158.63259",1
"40 km (25 mls) from  Tabajara, RO (   Brazil)",-7.97088,-34.87692,1
"40 km (25 mls) from  Ura-Tube (   Tajikistan)","39.90934","69.01065",1
"40 km (25 mls) from  Vilhena, RO (   Brazil)",-12.73551,-60.13312,1
"40 km (25 mls) NE of Bassein (   Myanmar)","16.93652","94.86325",1
"40 km (25 mls) NE of Batagay (   Russia)","67.65972","134.65272",1
"40 km (25 mls) NE of Pakse (   Laos)","15.11845","105.81086",1
"40 km (25 mls) NE of Pao Shan (   China)","41.18099","122.05644",1
"40 km (25 mls) NE of Vallecillos (   Mexico)","25.56052",-103.72216,1
"40 km (25 mls) NNW of Hopin (   Myanmar)","24.9891","96.5289",1
"40 km (25 mls) N of Cuenca (   Ecuador)",-2.8931,-78.99411,1
"40 km (25 mls) N of Djibouti (   Djibouti)","11.58807","43.14492",1
"40 km (25 mls) N of Helena, MT (   United States of America)","46.58977",-112.02065,1
"40 km (25 mls) N of Kathmandu-Tribhuvan Airport (KTM) (   Nepal)","27.6893","85.22426",1
"40 km (25 mls) N of Pechora (   Russia)","65.14318","57.21134",1
"40 km (25 mls) NW Myitkyina South (   Myanmar)","25.38849","97.37494",1
"40 km (25 mls) NW of Agadir (   Morocco)","30.42021",-9.60394,1
"40 km (25 mls) NW of Bogotá (   Colombia)","4.61496",-74.06941,1
"40 km (25 mls) NW of Cairo (   Egypt)","30.04993","31.2486",1
"40 km (25 mls) NW of Chetumal (   Mexico)","18.50186",-88.30302,1
"40 km (25 mls) NW off  Kahuku Point, Oahu, HI (   Pacific Ocean)","21.67633",-157.94723,1
"40 km (25 mls) NW of Fort Chimo, QC (   Canada)","45.40807",-75.80585,1
"40 km (25 mls) NW of McGrath, AK (   United States of America)","62.94383",-155.56587,1
"40 km (25 mls) NW of Yeniseisk (   Russia)","58.4532","92.17314",1
"40 km (25 mls) off  Cap Finisterre (   France)","48.07557",-4.50999,1
"40 km (25 mls) SE off  Cadiz (   Spain)","36.52989",-6.29026,1
"40 km (25 mls) SE of Kunming (   China)","25.06452","102.69877",1
"40 km (25 mls) SE of Medellín (   Colombia)","6.2459",-75.57457,1
