"loc","loc_lat","loc_lng","count"
"0,7 km (0.4 mls) NE of Havana-José Martí International Airport (HAV) (   Cuba)","23.08548",-82.3918,1
"0,7 km (0.4 mls) NE of Shannon Airport (SNN) (   Ireland)","52.71022",-8.88223,1
"0,7 km (0.4 mls) N of Aspen Airport, CO (ASE) (   United States of America)","39.21667",-106.86186,1
"0,7 km (0.4 mls) N of Zürich-Kloten Airport (ZRH) (   Switzerland)","47.45254","8.58056",1
"0,7 km (0.4 mls) off  Okinawa-Naha AFB (AHA) (   Japan)","26.1988","127.70193",1
"0,7 km (0.4 mls) S of Johannesburg International Airport (JNB) (   South Africa)",-26.02894,"28.0123",1
"0,7 km (0.4 mls) S of Kirensk Airport (   Russia)","57.77397","108.09831",1
"0,7 km (0.4 mls) S of Surat Thani Airport (URT) (   Thailand)","9.13315","99.31573",1
"0,7 km (0.4 mls) SW from  Freeland-Tri City Airport, MI (MBS) (   United States of America)","42.98082",-123.32285,1
"0,7 km (0.4 mls) W of Bangalore-Hindustan Airport (BLR) (   India)","12.96846","77.64781",1
"0,7 km (0.4 mls) W of Saint Louis Airport, MO (   United States of America)","38.75004",-90.33211,1
"0,8 km (0.5 mls) E of Alliance AAF, NE (AIA) (   United States of America)","42.09713",-102.87094,1
"0,8 km (0.5 mls) E of Chicago Municipal Airport, IL (MDW) (   United States of America)","41.51229",-87.65179,1
"0,8 km (0.5 mls) E of Juba Airport (JUB) (   South Sudan)","4.87706","31.58407",1
"0,8 km (0.5 mls) E of Miles City Municipal Airport, MT (MLS) (   United States of America)","46.40671",-105.8487,1
"0,8 km (0.5 mls) E of Moorhead Municipal Airport, MN (   United States of America)","46.87505",-96.77166,1
"0,8 km (0.5 mls) from  Altamira Airport, PA (ATM) (   Brazil)",-3.19515,-52.20848,1
"0,8 km (0.5 mls) from  Athol-Silverwood Airport, ID (   United States of America)","47.90706",-116.71082,1
"0,8 km (0.5 mls) from  Beograd Airport (BEG) (   Serbia)","44.81311","20.46329",1
"0,8 km (0.5 mls) from  Biskra Airport (BSK) (   Algeria)","34.81925","5.69381",1
"0,8 km (0.5 mls) from  Bugulma Airport (UUA) (   Russia)","54.54381","52.79954",1
"0,8 km (0.5 mls) from  Chattanooga-Lovell Field, TN (CHA) (   United States of America)","35.04533",-85.20258,1
"0,8 km (0.5 mls) from  Kamina Airport (KMN) (   Congo (Democratic Republic))",-8.73392,"24.99667",1
"0,8 km (0.5 mls) from  Moskva-Vnukovo Airport (VKO) (   Russia)","55.64577","37.27393",1
"0,8 km (0.5 mls) from  Oklahoma City-Tinker Field, OK (TIK) (   United States of America)","35.41827",-97.41813,1
"0,8 km (0.5 mls) from  Teterboro Airport, NJ (TEB) (   United States of America)","40.86155",-74.05803,1
"0,8 km (0.5 mls) from  Uberaba Airport, MG (UBA) (   Brazil)",-21.10561,-42.95999,1
"0,8 km (0.5 mls) from  Vinnitsa Airport (VIN) (   Ukraine)","49.23356","28.44861",1
"0,8 km (0.5 mls) NE of Magong Airport (MZG) (   Taiwan)","23.56607","119.57832",1
"0,8 km (0.5 mls) NE of Managua-Augusto C. Sandino International Airport (MGA) (   Nicaragua)","12.11002",-86.28702,1
"0,8 km (0.5 mls) NE of Yangon Airport (RGN) (   Myanmar)","16.89294","96.13157",1
"0,8 km (0.5 mls) NNE of Westgate (   United Kingdom)","51.38173","1.3271",1
"0,8 km (0.5 mls) N of Grenada AAB, MS (   United States of America)","33.78399",-89.81,1
"0,8 km (0.5 mls) N of Saltillo-Plan de Guadalupe International Airport (SLW) (   Mexico)","25.39419",-101.00613,1
"0,8 km (0.5 mls) N of São Paulo-Campo de Marte Airport, SP (   Brazil)",-23.64644,-46.66022,1
"0,8 km (0.5 mls) NW off  Aguadilla-Borinquen Airport (BQN) (   Puerto Rico)","18.46836",-67.15319,1
"0,8 km (0.5 mls) NW of Gods Lake Narrows Airport, MB (YGO) (   Canada)","54.54617",-94.52274,1
"0,8 km (0.5 mls) NW of Memphis, TN (   United States of America)","35.14977",-90.04926,1
"0,8 km (0.5 mls) off  Belém/Val-de-Cans International Airport , PA (BEL) (   Brazil)",-1.392,-48.48126,1
"0,8 km (0.5 mls) off  North Korea (   North Korea)","40.33979","126.74313",1
"0,8 km (0.5 mls) off  Toronto, ON (   Canada)","43.6487",-79.38545,1
"0,8 km (0.5 mls) off  Vieques Airport (VQS) (   Puerto Rico)","18.14858",-65.4421,1
"0,8 km (0.5 mls) off  Waterford, CT (   United States of America)","41.34566",-72.13767,1
"0,8 km (0.5 mls) SE of Bakovka, Kuntsevo District, Moscow Region (   Russia)","55.73876","37.41294",1
"0,8 km (0.5 mls) SE off  Antilla (   Cuba)","20.83828",-75.72612,1
"0,8 km (0.5 mls) SE off  La Ciotat (   France)","43.17419","5.6104",1
"0,8 km (0.5 mls) SE of Ithaca-Tompkins County Airport, NY (ITH) (   United States of America)","42.44052",-76.49547,1
"0,8 km (0.5 mls) SE of Loisy (   France)","46.5819","5.02671",1
"0,8 km (0.5 mls) SE of Snetterton Heath (   United Kingdom)","52.46815","0.96309",1
"0,8 km (0.5 mls) SE of Tampico-Gen F Javier Mina Airport (TAM) (   Mexico)","22.23871",-97.86087,1
"0,8 km (0.5 mls) S of Abbotsford Airport, BC (YXX) (   Canada)","49.05162",-122.3293,1
"0,8 km (0.5 mls) S of Bovingdon RAF Station (   United Kingdom)","51.7237",-0.5334,1
"0,8 km (0.5 mls) S of El Paso-Biggs Field, TX (   United States of America)","31.75917",-106.48749,1
"0,8 km (0.5 mls) S off  Mobile-Brookley AAF, AL (BFM) (   United States of America)","30.66527",-88.10823,1
"0,8 km (0.5 mls) S of Fort Dix-McGuire AFB, NJ (WRI) (   United States of America)","40.02169",-74.62911,1
"0,8 km (0.5 mls) S of Milwaukee-General Mitchell Airport, WI (MKE) (   United States of America)","43.02565",-87.97557,1
"0,8 km (0.5 mls) S of Shamshernagar (   Bangladesh)","22.23421","89.09241",1
"0,8 km (0.5 mls) SW of Edenton Municipal Airport, NC (EDE) (   United States of America)","36.01842",-76.56744,1
"0,8 km (0.5 mls) SW of Emison Auxiliary Airfield, IN (   United States of America)","38.80471",-87.45756,1
"0,8 km (0.5 mls) SW of Fairfield-Travis AFB, CA (SUU) (   United States of America)","38.27149",-121.95318,1
"0,8 km (0.5 mls) SW off  Kaimana-Utarom Airport (KNG) (   Indonesia)",-3.63145,"134.87602",1
"0,8 km (0.5 mls) SW of Okinawa-Naha AFB (AHA) (   Japan)","26.1988","127.70193",1
"0,8 km (0.5 mls) SW of Paraparaumu Airport (PPQ) (   New Zealand)",-40.91504,"175.00461",1
"0,8 km (0.5 mls) SW of Singapore-Seletar Airport (XSP) (   Singapore)","1.39657","103.8147",1
"0,8 km (0.5 mls) SW of Sophia, NC (   United States of America)","35.82173",-79.85716,1
"0,8 km (0.5 mls) WNW of Sanborn, NY (   United States of America)","43.13707",-78.89152,1
"0,8 km (0.5 mls) W of Dishforth RAF Station (   United Kingdom)","54.15434",-1.41953,1
"0,8 km (0.5 mls) W off  Aden-Khormaksar RAF Station (   Yemen)","12.81509","45.02975",1
"0,8 km (0.5 mls) W of Rock Falls, IA (   United States of America)","43.20703",-93.08448,1
"0,8 km (0.5 mls) W of Trenton, NJ (   United States of America)","40.21788",-74.7594,1
"0,8 km (0.5 mls) W of Yangon-Mingaladon (RGN) (   Myanmar)","16.94444","96.12818",1
"0,9 km (0.6 mls) from  Banjarmasin-Sjamsudin Noor Airport (BDJ) (   Indonesia)",-3.32879,"114.5915",1
"0,9 km (0.6 mls) from  Valledupar Airport (VUP) (   Colombia)","10.46478",-73.26062,1
"0,9 km (0.6 mls) off  Palma de Mallorca (   Spain)","39.57149","2.64694",1
"0,9 km (0.6 mls) S of Fort Simpson Airport, NT (YFS) (   Canada)","61.86656",-121.36154,1
"0,9 km (0.6 mls) W of Bessemer Airport, AL (   United States of America)","33.35979",-86.98464,1
"0,9 km (0.6 mls) W of Saint-Mathieu-de-Beloeil Airport, QC (   Canada)","45.57081",-73.20022,1
"1000 km (625 mls) NE off  Honolulu, HI (   Pacific Ocean)","21.31449",-157.87139,1
"100 km (62.5 mls) E of Dhaka (   Bangladesh)","23.71321","90.39957",1
"100 km (62.5 mls) E of Huaral (   Peru)",-11.49458,-77.21019,1
"100 km (62.5 mls) E of Sana'a (   Yemen)","15.35318","44.21954",1
"100 km (62.5 mls) from  Brazzaville (   Congo)",-4.27934,"15.2604",1
"100 km (62.5 mls) from  Syktyvkar (   Russia)","61.67099","50.81093",1
"100 km (62.5 mls) NE of La Paz (   Bolivia)",-16.49908,-68.13378,1
"100 km (62.5 mls) NNW of Fort McMurray, AB (   Canada)","56.7272",-111.38029,1
"100 km (62.5 mls) N of Juba (   South Sudan)","4.83975","31.59759",1
"100 km (62.5 mls) N of Myitkyina (   Myanmar)","25.38849","97.37494",1
"100 km (62.5 mls) NW off  Tavoy, Myanmar [Andaman Sea] (   Indian Ocean)","14.09732","98.19624",1
"100 km (62.5 mls) S off  Jeddah, Saudi Arabia [Red Sea] (   Indian Ocean)","21.48172","39.1828",1
"100 km (62.5 mls) S off  Nantucket Island, MA, USA (   Atlantic Ocean)","41.27598",-70.09882,1
"100 km (62.5 mls) S of Katab (   Egypt)","37.5359",-111.34669,1
"100 km (62.5 mls) SW of Imphal, India (   Myanmar)","24.79981","93.94241",1
"100 km (62.5 mls) SW of Imphal (   India)","24.80756","93.92864",1
"100 km (62.5 mls) W of Manaus, AM (   Brazil)",-3.10915,-60.0518,1
"100 km (62.5 mls) W of Rangoon (   Myanmar)","16.88214","96.13263",1
"101 km (63.1 mls) WSW of Hobart, TAS (   Australia)",-42.88164,"147.33163",1
"10,2 km (6.4 mls) E of Syktyvkar Airport (SCW) (   Russia)","61.67099","50.81093",1
"1046 km (653.8 mls) NE off  Hickam AFB, Hawaii (   Pacific Ocean)","21.34228",-157.9509,1
"10,4 km (6.5 mls) from  Bombay-Santacruz Airport (   India)","19.08052","72.85178",1
"10,4 km (6.5 mls) from  Moran (   India)","27.24712","94.86958",1
"10,4 km (6.5 mls) NE of Welford (   United Kingdom)","52.41576",-1.05803,1
"10,4 km (6.5 mls) N of Seattle-Sand Point NAS, AK (   United States of America)","47.68212",-122.26081,1
"104 km (65 mls) S of Saigon (   Vietnam)","10.77822","106.70323",1
"105 km (65.6 mls) N of Natashquan, QC (   Canada)","50.13359",-61.79995,1
"105 km (65.6 mls) NW of Philadelphia, PA (   United States of America)","39.95223",-75.16218,1
"10,5 km (6.6 mls) NE off  Waterville, NL (   Canada)","48.19846",-53.78611,1
"10,5 km (6.6 mls) NW of Coventry, Warwickshire (   United Kingdom)","52.29033",-1.57839,1
"107 km (66.9 mls) from  Boguchany (   Russia)","58.38319","97.44751",1
"10,7 km (6.7 mls) SSW off  Jones Beach, NY (   United States of America)","42.91707",-76.40045,1
"10,8 km (6.8 mls) SE of Kiev-Zhulhyany Airport (IEV) (   Ukraine)","47.86484","31.02088",1
"10 km (6.3 mls) ENE of Bua (   Fiji)",-16.88191,"178.65705",1
"10 km (6.3 mls) ENE of Florence, SC (   United States of America)","34.19367",-79.76819,1
"10 km (6.3 mls) E of Chebotovka village, Tarasovka district, Rostov region (   Russia)","55.61887","54.87141",1
"10 km (6.3 mls) E of Fassberg (   Germany)","52.89937","10.16915",1
"10 km (6.3 mls) E off  Elephant Point, Bay of Bengal (   Sri Lanka)","23.14804","86.43976",1
"10 km (6.3 mls) E of Kiliya (   Ukraine)","45.44338","29.26468",1
"10 km (6.3 mls) E of Kodiak Airport, AK (ADQ) (   United States of America)","57.75554",-152.51481,1
"10 km (6.3 mls) E of Minsk-2 International Airport (MSQ) (   Belarus)","53.90376","27.56544",1
"10 km (6.3 mls) E of Noumea-Tontouta Airport (NOU) (   New Caledonia)",-22.24292,"166.46133",1
"10 km (6.3 mls) E of Spring Lake, TX (   United States of America)","31.64137",-97.10793,1
"10 km (6.3 mls) E of Vallejo, CA (   United States of America)","38.10095",-122.25495,1
"10 km (6.3 mls) from  Ankara-Esenboga Airport (ESB) (   Turkey)","40.06412","32.92084",1
"10 km (6.3 mls) from  Biega (   Congo (Democratic Republic))",-4.49614,"14.07956",1
"10 km (6.3 mls) from  Bratsk (   Russia)","56.17633","101.59997",1
"10 km (6.3 mls) from  Colon-Enrique A. Jimenez Airport (ONX) (   Panama)","9.21677",-80.11507,1
"10 km (6.3 mls) from  Comodoro Rivadavia Airport, CB (CRD) (   Argentina)",-45.86565,-67.50105,1
"10 km (6.3 mls) from  La Paz-El Alto Airport (LPB) (   Bolivia)",-16.50596,-68.22783,1
"10 km (6.3 mls) from  Namoya (   Congo (Democratic Republic))",-3.88452,"27.28601",1
"10 km (6.3 mls) from  Novgorod-Krechevitsy Airport (   Russia)","58.61413","31.40326",1
"10 km (6.3 mls) from  Orléans (   France)","47.90144","1.90498",1
"10 km (6.3 mls) from  Rauch, BA (   Argentina)",-36.77402,-59.08789,1
"10 km (6.3 mls) from  Rio de Janeiro-Galeão International Airport, RJ (GIG) (   Brazil)",-22.81726,-43.22773,1
"10 km (6.3 mls) from  Stephenville-Harmon AFB, NL (YJT) (   Canada)","48.54901",-58.5754,1
"10 km (6.3 mls) from  Stupino (   Russia)","54.89028","38.05525",1
"10 km (6.3 mls) from  Urumqi Airport (URC) (   China)","43.78788","87.58627",1
"10 km (6.3 mls) from  Zaghouan (   Tunisia)","36.40291","10.14214",1
"10 km (6.3 mls) NE of Austin-del Valle AAB, TX (   United States of America)","30.2111",-97.65291,1
"10 km (6.3 mls) NE of Barrackpore (   India)","22.77472","88.36942",1
"10 km (6.3 mls) NE of Bien Hoa Air Base (   Vietnam)","10.95229","106.80765",1
"10 km (6.3 mls) NE of Buffalo Niagara International Airport, NY (BUF) (   United States of America)","42.93594",-78.90297,1
"10 km (6.3 mls) NE of Chanyi (   China)","28.04736","76.35866",1
"10 km (6.3 mls) NE off  København-Kastrup Airport (CPH) (   Denmark)","55.64805","12.62186",1
"10 km (6.3 mls) NE off  Milwaukee-General Mitchell Airport, WI (MKE) (   United States of America)","43.02565",-87.97557,1
"10 km (6.3 mls) NE of Leeds/Bradford Airport (LBA) (   United Kingdom)","53.79331",-1.71838,1
"10 km (6.3 mls) NE of Taipei-Songshan Airport (TSA) (   Taiwan)","25.05004","121.5773",1
"10 km (6.3 mls) NNE of Puerto Aguirre (   Chile)",-45.16351,-73.52347,1
"10 km (6.3 mls) NNW of Beulaville, NC (   United States of America)","34.9244",-77.77341,1
"10 km (6.3 mls) NNW of Fayetteville-Pope AAF, NC (POB) (   United States of America)","35.06379",-78.87415,1
"10 km (6.3 mls) NNW of Unionville, MO (   United States of America)","40.47694",-93.0084,1
"10 km (6.3 mls) N of Benavides, TX (   United States of America)","27.59866",-98.40841,1
"10 km (6.3 mls) N of El Shereik (   Sudan)","12.99509","34.83697",1
"10 km (6.3 mls) N off  Paraparaumu (   New Zealand)",-40.91504,"175.00461",1
"10 km (6.3 mls) N of Lagos-Murtala Muhammed International Airport (LOS) (   Nigeria)","6.57238","3.33378",1
"10 km (6.3 mls) N of Port-au-Prince Airport (PAP) (   Haiti)","18.54502",-72.33558,1
"10 km (6.3 mls) N of Recife-Guararapes International Airport, PE (REC) (   Brazil)",-8.0635,-34.87891,1
"10 km (6.3 mls) N of Solano, CA (   United States of America)","38.2856",-121.90168,1
"10 km (6.3 mls) N of Spur, TX (   United States of America)","33.47594",-100.85572,1
"10 km (6.3 mls) N of Svay Rieng Airport (SVR) (   Cambodia)","11.08315","105.80112",1
"10 km (6.3 mls) NW of Castaic, CA  (   United States of America)","34.49538",-118.62484,1
"10 km (6.3 mls) NW of Columbia City, IN (   United States of America)","41.15648",-85.49129,1
"10 km (6.3 mls) NW of Dhaka-Tejgaon Airport (DAC) (   Bangladesh)","23.7753","90.38991",1
"10 km (6.3 mls) NW of Dutch Harbor NAS, AK (   United States of America)","53.8873",-166.54136,1
"10 km (6.3 mls) NW off  Aguadilla-Borinquen Airport (BQN) (   Puerto Rico)","18.46836",-67.15319,1
"10 km (6.3 mls) NW off  Ventura, CA (   United States of America)","34.28083",-119.29232,1
"10 km (6.3 mls) NW of Lae (   Papua New Guinea)",-6.71129,"146.97055",1
"10 km (6.3 mls) NW of Lockhart, SC (   United States of America)","34.78668",-81.46159,1
"10 km (6.3 mls) NW of Monroe, GA (   United States of America)","33.79584",-83.71342,1
"10 km (6.3 mls) NW of Russian Mission Airport, AK (RSH) (   United States of America)","61.78224",-161.32106,1
"10 km (6.3 mls) NW of Sake (   Congo (Democratic Republic))",-1.37314,"29.02859",1
"10 km (6.3 mls) NW of Summer Beaver, ON (   Canada)","52.75012",-88.51241,1
"10 km (6.3 mls) off  Cozumel Air Base (CZM) (   Mexico)","19.41897",-99.17095,1
"10 km (6.3 mls) off  Fethiye (   Turkey)","36.62697","29.12422",1
"10 km (6.3 mls) off  Lae (   Papua New Guinea)",-6.71129,"146.97055",1
"10 km (6.3 mls) SE of Aachen (   Germany)","50.77823","6.08864",1
"10 km (6.3 mls) SE of Accra (   Ghana)","5.57889",-0.23261,1
"10 km (6.3 mls) SE of Daejeon (   South Korea)","36.33448","127.43732",1
"10 km (6.3 mls) SE off  Lake Worth, FL (   United States of America)","26.61627",-80.05724,1
"10 km (6.3 mls) SE of Newport, ME (   United States of America)","44.83593",-69.2807,1
"10 km (6.3 mls) SE of Pathankot (   India)","32.27057","75.64907",1
"10 km (6.3 mls) SE of Youngsville, LA (   United States of America)","30.09962",-91.99056,1
"10 km (6.3 mls) S of Farewell, AK (   United States of America)","36.49932",-91.36165,1
"10 km (6.3 mls) S off  Catania, Sicily (   Italy)","37.51136","15.06752",1
"10 km (6.3 mls) S off  Entebbe Airport (EBB) (   Uganda)","0.04504","32.44323",1
"10 km (6.3 mls) S off  Europa Point [Strait of Gibraltar] (   Gibraltar)","36.14607",-5.35441,1
"10 km (6.3 mls) S of Hongchon (   South Korea)","37.84499","127.74873",1
"10 km (6.3 mls) S of Kermanshah Airport (KSH) (   Iran)","34.30941","47.05454",1
"10 km (6.3 mls) S of Malakal (   South Sudan)","9.53609","31.65463",1
"10 km (6.3 mls) S of Oran-es Senia Airport (ORN) (   Algeria)","35.65556",-0.62308,1
"10 km (6.3 mls) S of Ottawa-Uplands Airport, ON (YOW) (   Canada)","45.3491",-75.67872,1
"10 km (6.3 mls) S of Peshawar Airport (PEW) (   Pakistan)","34.00761","71.51705",1
"10 km (6.3 mls) S of Reading Municipal Airport/Spaatz Field, PA (RDG) (   United States of America)","40.39183",-75.98394,1
"10 km (6.3 mls) S of Richmond-Byrd Field, VA (RIC) (   United States of America)","37.4272",-77.4524,1
"10 km (6.3 mls) S of Ronda (   Spain)","36.74185",-5.16635,1
"10 km (6.3 mls) S of Sefrou (   Morocco)","33.82639",-4.83887,1
"10 km (6.3 mls) SSE of Mostar Airport (OMO) (   Bosnia and Herzegovina)","43.34367","17.80826",1
"10 km (6.3 mls) SSW of Bulbukhta (   Russia)","58.61853","117.24412",1
"10 km (6.3 mls) SW of Anaktuvuk Pass Airport, AK (AKP) (   United States of America)","68.14203",-151.73562,1
"10 km (6.3 mls) SW of Bogotá-Eldorado Airport (BOG) (   Colombia)","4.73581",-74.12336,1
"10 km (6.3 mls) SW of Cherbourg (   France)","49.64047",-1.61609,1
"10 km (6.3 mls) SW of Dergaon (   India)","26.71878","93.9797",1
"10 km (6.3 mls) SW of Estes Park, CO (   United States of America)","40.37612",-105.52437,1
"10 km (6.3 mls) SW off  Carmelo/Zagarzazú International Airport (   Uruguay)",-33.96178,-58.33103,1
"10 km (6.3 mls) SW off  Catania, Sicily (   Italy)","37.51136","15.06752",1
"10 km (6.3 mls) SW of Moskva-Vnukovo Airport (VKO) (   Russia)","55.64577","37.27393",1
"10 km (6.3 mls) SW of Négreville (   France)","49.49177",-1.54863,1
"10 km (6.3 mls) SW of Serov, Sverdlovsk region (   Russia)","59.60575","60.56796",1
"10 km (6.3 mls) SW of Shanghai-Hongqiao Airport (SHA) (   China)","31.25516","121.47471",1
"10 km (6.3 mls) SW of Sverdlovsk-Koltsovo Airport (SVX) (   Russia)","56.76081","60.82184",1
"10 km (6.3 mls) SW of Truscott, WA (   Australia)",-21.93706,"114.13439",1
"10 km (6.3 mls) WNW off  Bombay Airport (BOM) (   India)","19.09413","72.85581",1
"10 km (6.3 mls) W of Bogotá-Eldorado Airport (BOG) (   Colombia)","4.73581",-74.12336,1
"10 km (6.3 mls) W of Conlon, TX (   United States of America)","36.23479",-102.23836,1
"10 km (6.3 mls) W of Fairfield, NC (   United States of America)","35.54188",-76.22466,1
"10 km (6.3 mls) W off  San Juan-Isla Grande Airport (SIG) (   Puerto Rico)","18.45496",-66.0894,1
"10 km (6.3 mls) W of München-Riem Airport (MUC) (   Germany)","48.14058","11.68107",1
"10 km (6.3 mls) W of Tehran (   Iran)","35.68878","51.41503",1
"10 km (6.3 mls) WSW of Bastogne (   Belgium)","50.00092","5.71455",1
"10 km (6.3 mls) WSW of Ellicott City, MD (   United States of America)","39.26873",-76.79944,1
"10 Km NE of Kalgoorlie, WA (   Australia)",-30.74807,"121.47183",1
"110 km (68.8 mls) SE of Lagos (   Nigeria)","6.45471","3.38877",1
"110 km (68.8 mls) W of Anchorage, AK (   United States of America)","61.21753",-149.85826,1
"110 km (68.8 mls) W off  Dakar, Senegal (   Atlantic Ocean)","14.66927",-17.43661,1
"111 km (69.4 mls) W of Durango-Guadalupe Victoria Airport (DGO) (   Mexico)","24.02981",-104.66991,1
"1120 km (700 mls) W off  San Fransisco, CA (   Pacific Ocean)","21.03658",-101.8504,1
"112 km (70 mls) E of Vancouver, BC (   Canada)","49.26039",-123.11336,1
"112 km (70 mls) NE of Kunming (   China)","25.06452","102.69877",1
"112 km (70 mls) SE of Churchill, MB (   Canada)","58.76774",-94.16916,1
"112 km (70 mls) SW off  Stephenville, NL, Canada (   Atlantic Ocean)","48.5529",-58.58804,1
"11,2 km (7 mls) SW of Ledo (   India)","24.22203","86.50382",1
"113 km (70.6 mls) off  Hawaii, USA (   Pacific Ocean)","43.52285",-89.40344,1
"113 km (70.6 mls) W of Karachi (   Pakistan)","24.89612","66.99931",1
"11,3 km (7.1 mls) NW of Parsons, TN (   United States of America)","35.64966",-88.12725,1
"11,3 km (7.1 mls) SW of Pyongtaek-Desiderio AAF (   South Korea)","36.99136","127.08256",1
"114 km (71.3 mls) SSE of Atar (   Mauritania)","20.77625",-13.20034,1
"11,4 km (7.1 mls) from  Córdoba-Pajas Blancas Airport, CD (COR) (   Argentina)",-31.20687,-64.28383,1
"11,4 km (7.1 mls) NE of Stephenville-Harmon AAB, NL (YJT) (   Canada)","48.54901",-58.5754,1
"11,4 km (7.1 mls) N of Moskva-Sheremetyevo Airport (SVO) (   Russia)","55.42558","37.14857",1
"11,5 km (7.2 mls) NE of Perm Airport (PEE) (   Russia)","58.00761","56.22799",1
"11,5 km (7.2 mls) N of Milano-Malpensa Airport (MXP) (   Italy)","45.46796","9.18178",1
"116 km (72.5 mls) off  Klaipeda, Lithuania [Baltic Sea] (   Atlantic Ocean)","55.69593","21.14986",1
"116 km (72.5 mls) W of Norman Wells, NT (   Canada)","65.28364",-126.85681,1
"117 km (73.1 mls) E of Kirensk (   Russia)","57.77397","108.09831",1
"117 km (73.1 mls) NE off  Hilo, HI, USA (   Pacific Ocean)","46.68153",-123.75648,1
"1,1 km (0.7 mls) E off  Monte Carlo (   Monaco)","43.73832","7.42695",1
"1,1 km (0.7 mls) from  Nizhnevartovsk Airport (NJC) (   Russia)","60.96639","76.53078",1
"1,1 km (0.7 mls) from  Samarkand Airport (SKD) (   Uzbekistan)","39.64973","66.96385",1
"1,1 km (0.7 mls) NE of New York-La Guardia Airport, NY (LGA) (   United States of America)","40.76952",-73.88675,1
"1,1 km (0.7 mls) N of Moskva-Sheremetyevo Airport (SVO) (   Russia)","55.42558","37.14857",1
"1,1 km (0.7 mls) SW of Orlando-Herndon Airport, FL (ORL) (   United States of America)","28.55339",-81.33745,1
"11 km (6.9 mls) ENE of Charles City, VA (   United States of America)","37.34198",-77.0725,1
"11 km (6.9 mls) ENE of Kunming (   China)","25.06452","102.69877",1
"11 km (6.9 mls) ENE of Moosonee Airport, ON (YMO) (   Canada)","51.28753",-80.61316,1
"11 km (6.9 mls) ENE of Morgantown, WV (   United States of America)","39.63038",-79.95785,1
"11 km (6.9 mls) ENE of São Paulo-Guarulhos International Airport, SP (GRU) (   Brazil)",-23.44388,-46.433,1
"11 km (6.9 mls) E of Hickory, NC (   United States of America)","35.73491",-81.3356,1
"11 km (6.9 mls) E of Livermore, CA (   United States of America)","37.6757",-121.75856,1
"11 km (6.9 mls) E of Selleck, WA (   United States of America)","47.37342",-121.87763,1
"11 km (6.9 mls) E of Taft, CA (   United States of America)","35.14248",-119.45743,1
"11 km (6.9 mls) E of Uniontown, PA (   United States of America)","39.9021",-79.72419,1
"11 km (6.9 mls) E of Zahedan (   Iran)","29.6767","60.85989",1
"11 km (6.9 mls) E of Zheleznogorsk-Ilimskiy (   Russia)","56.56524","104.12866",1
"11 km (6.9 mls) ESE of Chiringa, Assam (   India)","26.95344","94.57143",1
"11 km (6.9 mls) ESE of Portland International Airport, OR (PDX) (   United States of America)","45.58556",-122.59057,1
"11 km (6.9 mls) ESE of Rees (   Germany)","51.76143","6.39407",1
"11 km (6.9 mls) ESE of Staunton-Shenandoah Valley Airport, VA (SHD) (   United States of America)","38.16997",-79.06152,1
"11 km (6.9 mls) from  Jorhat (JRH) (   India)","26.76748","94.20675",1
"11 km (6.9 mls) from  Kalga Airstrip (   Russia)","50.9369","118.87886",1
"11 km (6.9 mls) from  Khabarovsk (   Russia)","48.50917","135.07437",1
"11 km (6.9 mls) from  Moanda (   Gabon)",-1.55391,"13.21993",1
"11 km (6.9 mls) from  Montevideo (   Uruguay)",-34.87417,-56.16293,1
"11 km (6.9 mls) from  Neodesha, KS (   United States of America)","37.41752",-95.67921,1
"11 km (6.9 mls) from  Prince Albert, SK (   Canada)","53.19946",-105.74863,1
"11 km (6.9 mls) from  Uli Airstrip (   Nigeria)","5.78614","6.8656",1
"11 km (6.9 mls) NE of Clinton, LA (   United States of America)","30.86623",-91.01784,1
"11 km (6.9 mls) NE of Karima (   Sudan)","27.55983",-109.9469,1
"11 km (6.9 mls) NE of Mano, TX (   United States of America)","30.3408",-97.55614,1
"11 km (6.9 mls) NE of Monrovia-Roberts International Airport (ROB) (   Liberia)","6.31673",-10.80213,1
"11 km (6.9 mls) NE of Neihart, MT (   United States of America)","46.93373",-110.73608,1
"11 km (6.9 mls) NE of Paraparaumu Airport (PPQ) (   New Zealand)",-40.91504,"175.00461",1
"11 km (6.9 mls) NE of Pinckneyville, IL (   United States of America)","38.0801",-89.38175,1
"11 km (6.9 mls) NE of Quang-Ngai (   Vietnam)","15.12249","108.80179",1
"11 km (6.9 mls) NNW Wichita-McConnell AFB, KS (IAB) (   United States of America)","37.62931",-97.24478,1
"11 km (6.9 mls) N of Alençon (   France)","48.43061","0.08319",1
"11 km (6.9 mls) N of Chernolesskoye, Novoselitskiy rayon, Stavropol (   Russia)","44.71269","43.70778",1
"11 km (6.9 mls) N of Itanagar (   India)","31.38713","75.39523",1
"11 km (6.9 mls) N of Lajes, Açores (   Portugal)","40.8376",-8.06441,1
"11 km (6.9 mls) N of Moskva-Sheremetyevo Airport (SVO) (   Russia)","55.42558","37.14857",1
"11 km (6.9 mls) N of Newburg, PA (   United States of America)","40.13719",-77.55537,1
"11 km (6.9 mls) N of North Vancouver, BC (   Canada)","49.32108",-123.07521,1
"11 km (6.9 mls) N of Seymour (   South Africa)",-32.55854,"26.75474",1
"11 km (6.9 mls) N of Toronto International Airport, ON (YYZ) (   Canada)","43.67763",-79.58831,1
