count,year,operator
1,1919,Royal Air Force - RAF
1,1919,Caproni
4,1920,Handley Page Transport
3,1921,SNETA - Syndicat National d'Etude du Transport Aérienne
1,1921,Handley Page Transport
1,1921,Handley Page Indo-Burmese Transport
1,1921,Caproni
1,1921,Aeromarine Airways
1,1922,Handley Page Transport
1,1922,Chinese Government
1,1922,CGEA - Compagnie des Grands Express Aériens
1,1923,Handley Page Transport
1,1923,Compagnie Aérienne Française - CAF
4,1923,Air Union (France)
2,1923,Aeromarine Airways
1,1924,SGTA - Société Générale des Transports Aériens
2,1924,Air Union (France)
2,1925,Air Union (France)
1,1926,Imperial Airways
1,1926,Deutsche Lufthansa
2,1926,Air Union
1,1927,SGTA - Société Générale des Transports Aériens
1,1927,KLM Royal Dutch Airlines
1,1928,Texaco
1,1928,Sunbeam Air Transport Co.
1,1928,Stout Air Services
1,1928,Spokane Airways
1,1928,SGTA - Société Générale des Transports Aériens
1,1928,KLM Royal Dutch Airlines
1,1928,Imperial Airways
1,1928,Ford Air Freight Lines
4,1928,Deutsche Lufthansa
1,1928,British Columbia Airways
1,1928,Air Union (France)
3,1929,Western Air Express
1,1929,Vickers-Armstrongs Ltd
1,1929,United States Army Air Corps - USAAC
1,1929,Transcontinental Air Transport - TAT
1,1929,Stout Air Services
1,1929,Società Anonima Navigazione Aerea - SANA
2,1929,SGTA - Société Générale des Transports Aériens
1,1929,Sabena
1,1929,Pan American World Airways (Pan Am)
1,1929,Northwest Airways
1,1929,Maddux Airlines
3,1929,Imperial Airways
1,1929,Ford Motor Company
1,1929,Fokker Aircraft Corporation of America
4,1929,Deutsche Lufthansa
1,1929,Colonial Western Airlines
1,1929,Air Union (France)
1,1929,AB Aerotransport
2,1930,Western Air Express
4,1930,Universal Airlines
1,1930,United States Marine Corps
1,1930,Tri-Motor Safety Airways
1,1930,Syndicato Condor
1,1930,Soviet Air Force
1,1930,Southern Air Fast Express
1,1930,Società Anonima Navigazione Aerea - SANA
1,1930,Shell Oil
1,1930,SGTA - Société Générale des Transports Aériens
1,1930,Pittsburgh Airways
1,1930,Pan American World Airways (Pan Am)
1,1930,Northwest Airways
1,1930,Northern Airlines
1,1930,"New York, Rio, and Buenos Aires Line - NYRBA"
1,1930,Maddux Airlines
2,1930,Imperial Airways
1,1930,Fuerza Aérea de Chile
1,1930,Ford Motor Company
1,1930,Ellyou Goldfields Development Corp.
1,1930,D. Seitz
1,1930,Curtiss-Wright Flying Service
1,1930,Curtiss
1,1930,CSA Ceskoslovenské Aerolinie
1,1930,Colonial Air Transport
1,1930,Air Union (France)
4,1931,Transcontinental & Western Air - TWA
1,1931,Prince V. Bibescu
2,1931,Pan American Grace Airways (Panagra)
2,1931,National Air Transport
1,1931,Mexicana de Aviación
1,1931,KLM Royal Dutch Airlines
3,1931,Imperial Airways
1,1931,Ford Motor Company
1,1931,Deutsche Lufthansa
1,1931,American Airways
1,1931,AB Aerotransport
1,1932,Western Air Express
1,1932,Transcontinental & Western Air - TWA
1,1932,Transamerican Airlines
1,1932,Skyway
1,1932,Pan American Grace Airways (Panagra)
1,1932,Pan American Airways (Pan Am)
1,1932,Lloyd Aéreo Boliviano - LAB
1,1932,Dobrolet
1,1932,Deutsche Lufthansa
1,1932,Boeing Air Transport
2,1932,American Airways
1,1932,Air Union (France)
1,1932,AB Aerotransport
1,1933,United States Marine Corps
2,1933,Transcontinental & Western Air - TWA
1,1933,Società Anonima Navigazione Aerea - SANA
1,1933,Reichsverband der Deutschen Luftfahrt-Industrie (RDL)
1,1933,Plane Speaker Corporation
1,1933,Pacific Air Transport
1,1933,Kalinin Design Bureau
1,1933,J.H. O'Brien
1,1933,Imperial Airways
1,1933,F. Free
2,1933,Eastern Air Transport
1,1933,Dobrolet
1,1933,Air Union (France)
1,1933,Air France
1,1933,Aerovías Centrales
1,1934,United States Army Air Corps - USAAC
1,1934,TACA de Honduras
1,1934,Swissair
1,1934,R. Loomis
1,1934,Qantas
1,1934,Ptarmigan Airlines
2,1934,Pan American Grace Airways (Panagra)
1,1934,National Aviation Displays
1,1934,Mulzer Flying Service
1,1934,Morgan Air Lines
1,1934,Mexicana de Aviación
1,1934,KLM Royal Dutch Airlines
1,1934,Holyman's Airways
1,1934,Hanford's Tri-State Airlines
1,1934,E.L. Fulton
1,1934,Dobrolet
1,1934,Deutsche Reichsbahn-Gesellschaft
1,1934,Deutsche Lufthansa
1,1934,Cubana de Aviación
3,1934,American Airways
2,1934,Air France
1,1935,Zhang Xueliang
1,1935,V.N. Johns
1,1935,Tupolev Design Bureau
2,1935,Transcontinental & Western Air - TWA
1,1935,TACA de Honduras
1,1935,Syndicato Condor
1,1935,Standard Oil Company
1,1935,Servicio Aéreo Colombiano - SACO
1,1935,SCADTA - Sociedad Colombo Alemana de Transporte Aéreo
2,1935,Sabena
1,1935,private
1,1935,Pan American Grace Airways (Panagra)
1,1935,Pan American Airways (Pan Am)
1,1935,Luftwaffe
1,1935,Knowles Flying Service
3,1935,KLM Royal Dutch Airlines
4,1935,Imperial Airways
1,1935,Holyman's Airways
1,1935,Eastern Air Transport
2,1935,Deutsche Lufthansa
1,1935,Deruluft
1,1935,Chamberlin Flying Service
1,1935,American Airways
2,1935,Ala Littoria
1,1935,Air France
1,1936,United States Army Air Corps - USAAC
2,1936,Transcontinental & Western Air - TWA
1,1936,Swissair
1,1936,Royal Air Force - RAF
1,1936,Reichsluftfahrtministerium - RLM
1,1936,Pan American Grace Airways (Panagra)
1,1936,Pan American Airways (Pan Am)
1,1936,Österreichische Luftverkehrs AG - ÖLAG
1,1936,Mexicana de Aviación
2,1936,Luftwaffe
1,1936,Lloyd Aéreo Boliviano - LAB
1,1936,LAN Chile
1,1936,KLM Royal Dutch Airlines
3,1936,Imperial Airways
3,1936,HISMA - Sociedad Hispano-Marroqui de Transportes
1,1936,Fuerza Aérea Colombiana
1,1936,E. Saltzgeber
7,1936,Deutsche Lufthansa
1,1936,Det Norske Luftfartselskap - DNL
1,1936,Cóndor Peruana de Aviación
1,1936,CLS - Ceskoslovenská Letecká Spolecnost
4,1936,China National Aviation Corporation - CNAC
1,1936,Chamberlin Flying Service
2,1936,British Airways Ltd.
2,1936,American Airlines
1,1936,Ala Littoria
1,1936,Air France
1,1936,AB Aerotransport
1,1937,United States Army Air Corps - USAAC
2,1937,United Airlines
1,1937,Transcontinental & Western Air - TWA
1,1937,TACA Guatemala
1,1937,Star Air Service
1,1937,South African Airways - SAA
2,1937,Sabena
1,1937,Republic Oil Company
2,1937,Pan American Grace Airways (Panagra)
1,1937,O.K. Southwick
2,1937,Luftwaffe
1,1937,LOT Polskie Linie Lotnicze
1,1937,Lloyd Aéreo Boliviano - LAB
3,1937,LAPE - Líneas Aéreas Postales Españolas
3,1937,KLM Royal Dutch Airlines
5,1937,Imperial Airways
7,1937,HISMA - Sociedad Hispano-Marroqui de Transportes
1,1937,Fuerza Aérea de Chile
1,1937,Eurasia
2,1937,Eastern Air Lines
1,1937,Deutsche Versuchsanstalt für Luftfahrt (DVL)
1,1937,Deutsche Lufthansa
1,1937,DePonti Aviation Company
1,1937,China National Aviation Corporation - CNAC
1,1937,Charles H. Babb
2,1937,American Airlines
1,1937,Ala Littoria
2,1937,Air France
1,1937,"Aeroflot, International Civil Aviation Directorate"
3,1938,United States Navy
1,1938,United States Army Air Corps - USAAC
2,1938,United Airlines
1,1938,Transcontinental & Western Air - TWA
1,1938,Trans-Canada Air Lines - TCAL
3,1938,Syndicato Condor
1,1938,SEDTA - Sociedad Ecuatoriana de Transportes Aéreos
1,1938,SCADTA - Sociedad Colombo Alemana de Transporte Aéreo
1,1938,Sabena
1,1938,Royal Air Force - RAF
1,1938,Polyarnaya Aviatsiya
1,1938,Pan American Grace Airways (Panagra)
4,1938,Pan American Airways (Pan Am)
3,1938,Northwest Airlines
1,1938,Max Conrad
2,1938,Malert - Magyar Légiforgalmi Rt.
1,1938,Macchi
1,1938,Luftwaffe
2,1938,LOT Polskie Linie Lotnicze
2,1938,LAN Chile
2,1938,KLM Royal Dutch Airlines
1,1938,Junkers Flugzeug & Motorenwerke
1,1938,Johnson Flying Service
1,1938,Jersey Airways
1,1938,Japan Air Transport
3,1938,Imperial Airways
1,1938,H.W. Musleh
1,1938,Eurasia
1,1938,Eastern Air Lines
1,1938,Deutsche Lufthansa Sucursal Perú
6,1938,Deutsche Lufthansa
2,1938,Dai Nippon Koku KK (Imperial Japanese Airways)
1,1938,CSA Ceskoslovenské Aerolinie
1,1938,China National Aviation Corporation - CNAC
1,1938,British Airways Ltd.
2,1938,Aviación Nacional
1,1938,Australian National Airways - ANA
6,1938,Ala Littoria
3,1938,Air France
1,1939,Yukon Southern Air Transport
1,1939,Venezuelan Government
1,1939,United States Navy
1,1939,TACA Guatemala
1,1939,Syndicato Condor
1,1939,Swissair
1,1939,South American Gulf Oil Company
1,1939,SCADTA - Sociedad Colombo Alemana de Transporte Aéreo
1,1939,Sabena
7,1939,Royal Air Force - RAF
1,1939,Reichsluftfahrtministerium - RLM
2,1939,Pan American Airways (Pan Am)
1,1939,Northwest Airlines
5,1939,Luftwaffe
1,1939,KLM Royal Dutch Airlines
7,1939,Imperial Airways
2,1939,Iberia
1,1939,Guinea Airways Pty Ltd.
1,1939,Fuerza Aérea Argentina - FAA
2,1939,Eurasia
2,1939,Ejército del Aire
4,1939,Deutsche Lufthansa
2,1939,Dai Nippon Koku KK (Imperial Japanese Airways)
1,1939,Chinese Government
1,1939,British Airways Ltd.
1,1939,Braniff International Airways
1,1939,Boeing
2,1939,Aviación Nacional
1,1939,Australian National Airways - ANA
4,1939,Ala Littoria
2,1939,Air France
1,1940,W.R. Carpenter
2,1940,White Pass Airways
1,1940,VASP - Viação Aérea São Paulo
1,1940,United States Army Air Corps - USAAC
2,1940,United Airlines
2,1940,Transcontinental & Western Air - TWA
1,1940,TACA de Nicaragua
2,1940,TACA de Costa Rica
1,1940,Suomen Ilmavoimat
1,1940,Soviet Air Force
1,1940,South African Air Force - SAAF
1,1940,Scottish Aviation
1,1940,SANA - Sociedad Argentina de Navegación Aérea
2,1940,Sabena
1,1940,Royal Navy - Fleet Air Arm (FAA)
12,1940,Royal Air Force - RAF
2,1940,Railway Air Services
1,1940,Pennsylvania-Central Airlines
2,1940,Nucleo Comunicazioni Avio Linee
1,1940,Mexicana de Aviación
197,1940,Luftwaffe
1,1940,Luchtvaartafdeling (LVA)
2,1940,LOT Polskie Linie Lotnicze
1,1940,Lloyd Aéreo Boliviano - LAB
2,1940,LARES - Liniile Aeriene Române Exploatate de Stat
1,1940,KNILM-Kon. Nederlandsch-Indische Luchtvaart Maatschappij
9,1940,KLM Royal Dutch Airlines
4,1940,Imperial Airways
1,1940,Iberia
2,1940,Eurasia
1,1940,Douglas Aircraft Company
3,1940,Deutsche Lufthansa
1,1940,Dai Nippon Koku KK (Imperial Japanese Airways)
1,1940,China National Aviation Corporation - CNAC
1,1940,Central Aircraft Manufacturing Company - CAMCO
1,1940,CAUSA - Compañia Aeronautica Uruguaya SA
8,1940,British Overseas Airways Corporation - BOAC
1,1940,British Airways Ltd.
1,1940,Avio Linee Italiane - ALI
2,1940,Ala Littoria
6,1940,Air France
1,1940,Aero OY
1,1941,United States Treasury
33,1941,United States Navy
3,1941,United States Army Air Force - USAAF
1,1941,United States Army Air Corps - USAAC
1,1941,United Airlines
1,1941,Transcontinental & Western Air - TWA
1,1941,Trans-Canada Air Lines - TCAL
1,1941,TACA de Nicaragua
1,1941,Suomen Ilmavoimat
1,1941,Stephens Aviation
3,1941,Soviet Air Force
2,1941,South African Airways - SAA
4,1941,South African Air Force - SAAF
3,1941,Royal Australian Air Force - RAAF
17,1941,Royal Air Force - RAF
1,1941,Reichsluftfahrtministerium - RLM
1,1941,Pan American Grace Airways (Panagra)
2,1941,Pan American Airways (Pan Am)
1,1941,Panair do Brasil
1,1941,Northwest Airlines
1,1941,ML-KNIL (Royal Netherlands East Indies Army Air Force)
1,1941,Marine Luchtvaart Dienst (MLD)
1,1941,Malert - Magyar Légiforgalmi Rt.
2,1941,Magyar Légierö - Hungarian Air Force
30,1941,Luftwaffe
1,1941,Linee Aeree Transcontinentali Italiane - LATI
1,1941,LARES - Liniile Aeriene Române Exploatate de Stat
2,1941,KNILM-Kon. Nederlandsch-Indische Luchtvaart Maatschappij
1,1941,Iberia
1,1941,Hangar Six
1,1941,Guinea Airways
3,1941,Fuerza Aérea Colombiana
1,1941,Força Aérea Brasileira - FAB
3,1941,Eurasia
1,1941,Ejército del Aire
2,1941,Eastern Air Lines
2,1941,Deutsche Lufthansa
1,1941,DETA Moçambique Airlines
1,1941,Compania Aramayo de Mines en Bolivie (CAMB)
8,1941,China National Aviation Corporation - CNAC
6,1941,British Overseas Airways Corporation - BOAC
1,1941,B.F. Gregory
2,1941,American Airlines
2,1941,Ala Littoria
1,1941,Air France
1,1941,Aero OY
1,1941,Aeronáutica Militar
3,1941,Aeroflot / Uzbekistan
1,1941,"Aeroflot, Moscow Civil Aviation Directorate"
1,1941,"Aeroflot, Kazakstan Civil Aviation Directorate"
5,1941,Aeroflot
1,1942,W.R. Carpenter
1,1942,Western Air Lines
1,1942,Varig
78,1942,United States Navy
2,1942,United States Marine Corps
71,1942,United States Army Air Force - USAAF
1,1942,United Airlines
2,1942,Transcontinental & Western Air - TWA
1,1942,State Aviation Plant No.18
1,1942,Soviet Air Force
2,1942,South African Air Force - SAAF
2,1942,Royal Navy - Fleet Air Arm (FAA)
16,1942,Royal Australian Air Force - RAAF
34,1942,Royal Air Force - RAF
1,1942,Regia Aeronautica
1,1942,Qantas
1,1942,Pennsylvania-Central Airlines
1,1942,Pan American Grace Airways (Panagra)
1,1942,Pan American Airways (Pan Am)
2,1942,Panair do Brasil
1,1942,PAA Africa
1,1942,Northwest Orient Airlines
2,1942,ML-KNIL (Royal Netherlands East Indies Army Air Force)
1,1942,Mexicana de Aviación
7,1942,Marine Luchtvaart Dienst (MLD)
1,1942,Mandated Airines Ltd. - MAL
19,1942,Luftwaffe
4,1942,Linee Aeree Transcontinentali Italiane - LATI
5,1942,KNILM-Kon. Nederlandsch-Indische Luchtvaart Maatschappij
1,1942,KLM West-Indisch Bedrijf
1,1942,Iberia
1,1942,H.W. Robinson
1,1942,Guinea Airways Pty Ltd.
2,1942,Guinea Airways
1,1942,Fuerza Aérea Hondureña
2,1942,Fuerza Aérea Colombiana
2,1942,Deutsche Lufthansa
1,1942,Det Danske Luftfartselskab - DDL
2,1942,Dai Nippon Koku KK (Imperial Japanese Airways)
3,1942,China National Aviation Corporation - CNAC
1,1942,Canadian Pacific Air Lines - CPAL
2,1942,Bulolo Gold Dredging Co
6,1942,British Overseas Airways Corporation - BOAC
1,1942,Avio Linee Italiane - ALI
3,1942,Australian Department of Civil Aviation
2,1942,Atlantic Airmotive
2,1942,American Export Airlines
1,1942,American Airlines
3,1942,Allied Directorate of Air Transport (ADAT)
1,1942,Ala Littoria
3,1942,Air France
1,1942,Aircraft Export Corporation
2,1942,Aeroflot / Uzbekistan
1,1942,"Aeroflot, Uralsk Civil Aviation Directorate"
1,1942,"Aeroflot, Moscow Civil Aviation Directorate"
10,1942,Aeroflot
1,1943,VASP - Viação Aérea São Paulo
108,1943,United States Navy
1,1943,United States Marine Corps
404,1943,United States Army Air Force - USAAF
1,1943,Trans-Canada Air Lines - TCAL
11,1943,Soviet Air Force
1,1943,South African Air Force - SAAF
1,1943,Sabena
2,1943,Royal New Zealand Air Force - RNZAF
1,1943,Royal Navy - Fleet Air Arm (FAA)
6,1943,Royal Canadian Air Force - RCAF
17,1943,Royal Australian Air Force - RAAF
59,1943,Royal Air Force - RAF
1,1943,Regia Aeronautica
2,1943,Qantas
1,1943,Pan American Grace Airways (Panagra)
4,1943,Pan American Airways (Pan Am)
1,1943,Nucleo Comunicazioni Avio Linee
1,1943,Northwest Airlines
1,1943,Mexicana de Aviación
3,1943,Marine Luchtvaart Dienst (MLD)
20,1943,Luftwaffe
4,1943,Linee Aeree Transcontinentali Italiane - LATI
1,1943,Linea Aeropostal Venezolana - LAV
2,1943,Hamiata
1,1943,Eastern Air Lines
3,1943,Deutsche Lufthansa
1,1943,Dai Nippon Koku KK (Imperial Japanese Airways)
13,1943,China National Aviation Corporation - CNAC
1,1943,British West Indian Airways - BWIA
9,1943,British Overseas Airways Corporation - BOAC
1,1943,Avio Linee Italiane - ALI
1,1943,Australian National Airways - ANA
3,1943,American Airlines
1,1943,Air France
1,1943,Aerovias Brasil
1,1943,Aeronáutica Militar
2,1943,"Aeroflot, Moscow Civil Aviation Directorate"
19,1943,Aeroflot
2,1943,AB Aerotransport
1,1944,Unknown
98,1944,United States Navy
1,1944,United States Marine Corps
1,1944,"United States Government, War Department"
1020,1944,United States Army Air Force - USAAF
2,1944,Transcontinental & Western Air - TWA
1,1944,TACA de Nicaragua
1,1944,TACA de Honduras
1,1944,Swissair
3,1944,Soviet Air Force
4,1944,South African Air Force - SAAF
2,1944,Sabena
20,1944,Royal Canadian Air Force - RCAF
17,1944,Royal Australian Air Force - RAAF
167,1944,Royal Air Force - RAF
3,1944,Qantas
1,1944,Pan American World Airways (Pan Am)
1,1944,Pan American Grace Airways (Panagra)
3,1944,Panair do Brasil
1,1944,NKAP People's Commissariat for Aviation Industry
1,1944,Navegação Aérea Brasileira - NAB
1,1944,ML-KNIL (Royal Netherlands East Indies Army Air Force)
1,1944,Mexicana de Aviación
3,1944,Magyar Légierö - Hungarian Air Force
31,1944,Luftwaffe
1,1944,Lloyd Aéreo Boliviano - LAB
1,1944,Linea Aeropostal Venezolana - LAV
1,1944,Lignes Aériennes Militaires - LAM
2,1944,LARES - Liniile Aeriene Române Exploatate de Stat
1,1944,LAN Chile
1,1944,Imperial Japanese Army Air Service
2,1944,Iberia
1,1944,Guinea Airways Pty Ltd.
1,1944,Força Aérea Brasileira - FAB
13,1944,Deutsche Lufthansa
1,1944,DETA Moçambique Airlines
3,1944,Dai Nippon Koku KK (Imperial Japanese Airways)
16,1944,China National Aviation Corporation - CNAC
4,1944,British Overseas Airways Corporation - BOAC
2,1944,American Airlines
1,1944,Aéronavale
1,1944,Aeronautica Militare Italiana - AMI
1,1944,"Aeroflot, West Siberia Civil Aviation Directorate"
1,1944,"Aeroflot, Far East Civil Aviation Directorate"
20,1944,Aeroflot
74,1945,United States Navy
7,1945,United States Marine Corps
982,1945,United States Army Air Force - USAAF
1,1945,Union Airways
1,1945,Transcontinental & Western Air - TWA
1,1945,Trans-Canada Air Lines - TCAL
1,1945,Texaco
1,1945,TACA de Nicaragua
1,1945,TACA de Colombia
2,1945,Soviet Air Force
7,1945,South African Air Force - SAAF
1,1945,Sabena
2,1945,Royal Norwegian Air Force - RNoAF
7,1945,Royal New Zealand Air Force - RNZAF
13,1945,Royal Canadian Air Force - RCAF
32,1945,Royal Australian Air Force - RAAF
176,1945,Royal Air Force - RAF
5,1945,Polyarnaya Aviatsiya
1,1945,Pennsylvania-Central Airlines
4,1945,Pan American World Airways (Pan Am)
1,1945,Pan American Grace Airways (Panagra)
1,1945,Page Airways
1,1945,Navegação Aérea Brasileira - NAB
3,1945,National Airlines
2,1945,"Ministère de l'Air, Direction Technique et Industrielle"
1,1945,Mexicana de Aviación
1,1945,Marine Luchtvaart Dienst (MLD)
1,1945,Magyar Légierö - Hungarian Air Force
1,1945,MacRobertson Miller Airlines
13,1945,Luftwaffe
1,1945,L'Armée de L'Air
1,1945,Imperial Japanese Navy Air Service
1,1945,Iberia
1,1945,Handley Page Ltd
1,1945,Fuerza Aérea Mexicana
1,1945,Fuerza Aérea Colombiana
3,1945,Força Aérea Brasileira - FAB
1,1945,Ejército del Aire
3,1945,Eastern Air Lines
3,1945,Deutsche Lufthansa
1,1945,Det Danske Luftfartselskab - DDL
2,1945,Dai Nippon Koku KK (Imperial Japanese Airways)
1,1945,C. R. Vose Company
1,1945,Continental Air Lines
12,1945,China National Aviation Corporation - CNAC
4,1945,British Overseas Airways Corporation - BOAC
2,1945,Australian National Airways - ANA
1,1945,American Export Airlines
2,1945,American Airlines
4,1945,Air France
1,1945,Aero OY
1,1945,"Aeroflot, Uralsk Civil Aviation Directorate"
1,1945,Aeroflot / Turkmenistan
1,1945,Aeroflot / Tajikistan
1,1945,Aeroflot / Azerbaijan
6,1945,Aeroflot
1,1946,Winged Cargo Inc.
1,1946,Willis Air Service
3,1946,Western Air Lines
1,1946,War Assets Administration
1,1946,Viking Air Transport
1,1946,Vickers-Armstrongs Ltd
1,1946,Vías Aéreas de Colombia - VIARCO
1,1946,Universal Air Lines
19,1946,United States Navy
4,1946,United States Marine Corps
74,1946,United States Army Air Force - USAAF
5,1946,United Airlines
1,1946,Transports Aériens Intercontinentaux - TAI
2,1946,Trans-Luxury Airlines
5,1946,Transcontinental & Western Air - TWA
1,1946,Trans Caribbean Air Cargo Line
1,1946,Trans-Canada Air Lines - TCAL
2,1946,TACA de Nicaragua
1,1946,TACA de Colombia
1,1946,Southampton Air Services
1,1946,South African Air Force - SAAF
1,1946,SOCOTRA
1,1946,SNCASO
1,1946,Slick Airways
2,1946,Skyways
4,1946,Shell Company of Ecuador
1,1946,Servicios Aéreos Nacionales
4,1946,Sabena
1,1946,Royal Indian Air Force - IAF
5,1946,Royal Canadian Air Force - RCAF
6,1946,Royal Australian Air Force - RAAF
92,1946,Royal Air Force - RAF
2,1946,Republic of China Air Force
1,1946,Railway Air Services
1,1946,Polyarnaya Aviatsiya
1,1946,Philippine Air Lines
2,1946,Pennsylvania-Central Airlines
2,1946,Pan American World Airways (Pan Am)
2,1946,Panair do Brasil
1,1946,Negociacion Aérea Abastecedora Mexicana - NAAM
1,1946,Navegação Aérea Brasileira - NAB
1,1946,National Skyway Freight Corp.
1,1946,National Air Transport Service
1,1946,Mt. McKinley Airfreight
1,1946,"Ministère de l'Air, Direction Technique et Industrielle"
2,1946,Mexicana de Aviación
1,1946,Marine Luchtvaart Dienst (MLD)
1,1946,Lineas Aéreas Costarricenses - LACSA
1,1946,Linea Aeropostal Venezolana - LAV
1,1946,L'Armée de L'Air
1,1946,Koninklijke Luchtmacht - Klu (Royal Netherl. Air Force)
2,1946,KLM Royal Dutch Airlines
1,1946,Kansas City Southern Skyways
1,1946,Inter Continental Air Transport
1,1946,Iberia
1,1946,"GUSMP, Directorate of Polar Aviation"
2,1946,Fuerza Aérea Argentina - FAA
1,1946,Flota Aérea Mercante Argentina - FAMA
2,1946,Far East Air Transport
1,1946,Expreso Aéreo Interamericano
2,1946,Ejército del Aire
3,1946,Eastern Air Lines
1,1946,Det Norske Luftfartselskap - DNL
1,1946,Det Danske Luftfartselskab - DDL
1,1946,Delta Air Lines
2,1946,Dalstroi Aviation
3,1946,CSA Ceskoslovenské Aerolinie
3,1946,Cruzeiro do Sul
1,1946,Compagnie Générale Transsaharienne - CGT
1,1946,Compagnie de Transports Aérien Languedoc-Roussillon
1,1946,Communicaciones Aéreas de Veracruz
4,1946,China National Aviation Corporation - CNAC
5,1946,Central Air Transport
2,1946,British South American Airways - BSAA
12,1946,British Overseas Airways Corporation - BOAC
1,1946,British European Airways - BEA
1,1946,Bristol Aeroplane Company
1,1946,Avianca
3,1946,Australian National Airways - ANA
1,1946,Atlantic Central Airlines
1,1946,Arnold Air Service
1,1946,ANDESA
1,1946,American Overseas Airlines
3,1946,American Airlines
1,1946,Air Ocean
7,1946,Air France
1,1946,Air Carrier Transport
3,1946,Air Cargo Transport
1,1946,"Aeroflot, Yakutsk Civil Aviation Directorate"
1,1946,"Aeroflot, West Siberia Civil Aviation Directorate"
1,1946,Aeroflot / Uzbekistan
1,1946,Aeroflot / Ukraine
3,1946,Aeroflot / Turkmenistan
1,1946,"Aeroflot, Privolzhsk Civil Aviation Directorate"
2,1946,"Aeroflot, Moscow Civil Aviation Directorate"
1,1946,Aeroflot / Lithuania
5,1946,Aeroflot
1,1946,Aer Lingus
1,1947,ZONDA - Zonas Oeste y Norte de Aerolineas Argentinas
1,1947,Vingtor Luftveier
2,1947,Vías Aéreas de Colombia - VIARCO
1,1947,US Airlines
1,1947,Unknown
16,1947,United States Navy
1,1947,United States Marine Corps
21,1947,United States Army Air Force - USAAF
10,1947,United States Air Force - USAF
3,1947,United Airlines
1,1947,Union Southern Airlines
1,1947,Union Airways
1,1947,UK Ministry of Supply
2,1947,Transporturile Aeriene Romano-Sovietice - TARS
2,1947,Transports Aériens Intercontinentaux - TAI
1,1947,Transportes Aéreos Nacionales - TAN
1,1947,Transporte Aéreo Transandino
2,1947,Transcontinental & Western Air - TWA
2,1947,Trans-Canada Air Lines - TCAL
2,1947,Transandina de Aviación
1,1947,Taxi Aéreo Colombiano - TAERCO
1,1947,Tata Airlines
1,1947,TACA International Airlines
1,1947,TACA de Costa Rica
2,1947,TACA de Colombia
1,1947,Suidair
2,1947,Strato-Freight
1,1947,Spencer Airways
1,1947,Société Auxiliaire de Navigation Aérienne - SANA
3,1947,Slick Airways
3,1947,Skyways
1,1947,Shell Company of Ecuador
1,1947,Servicio Aéreo Panini
1,1947,Service de Télécommunication et de Signalisation
2,1947,Seaboard & Western Airlines
2,1947,Sabena
1,1947,Royal New Zealand Air Force - RNZAF
1,1947,Royal Indian Air Force - IAF
1,1947,Royal Canadian Air Force - RCAF
30,1947,Royal Air Force - RAF
4,1947,Republic of China Air Force
1,1947,Reeve Aleutian Airways
1,1947,Qantas
1,1947,Puerto Rico Air Transport
1,1947,Polyarnaya Aviatsiya
7,1947,Philippine Air Lines
1,1947,Philippine Air Express
1,1947,Pennsylvania-Central Airlines
3,1947,Pan American World Airways (Pan Am)
1,1947,Panair do Brasil
1,1947,Pan African Air Charter
1,1947,Orissa State Government
1,1947,Northwest Airlines
1,1947,Negociacion Aérea Mexicana S.A. - NAMSA
1,1947,Nationwide Air Transport Service
2,1947,ML-KNIL (Royal Netherlands East Indies Army Air Force)
1,1947,Mistri Airways
1,1947,Mercury Aviation Services
3,1947,Marine Luchtvaart Dienst (MLD)
1,1947,LOT Polskie Linie Lotnicze
1,1947,Lloyd Aéreo Boliviano - LAB
2,1947,Lineas Aéreas del Estado - LADE
3,1947,Linea Aeropostal Venezolana - LAV
7,1947,L'Armée de L'Air
2,1947,KLM Royal Dutch Airlines
1,1947,Jugoslovenske Sovjet Transport Aviacija - JUSTA
1,1947,John Fairfax & Sons
1,1947,J. Calvert
2,1947,International Air Freight
1,1947,Indamer
1,1947,Iberia
1,1947,Hukbong Himpapawid ng Pilipinas (Philippine Air Force)
1,1947,Hellenic Airlines
1,1947,Fuerza Aérea Mexicana
1,1947,Fuerza Aérea Colombiana
2,1947,Fuerza Aérea Argentina - FAA
3,1947,Força Aérea Brasileira - FAB
1,1947,Flugfélag Islands
3,1947,Flota Aérea Mercante Argentina - FAMA
1,1947,Far East Air Transport
2,1947,Eastern Air Lines
1,1947,Det Norske Luftfartselskap - DNL
2,1947,Det Danske Luftfartselskab - DDL
1,1947,Delta Air Lines
2,1947,CSA Ceskoslovenské Aerolinie
1,1947,Cruzeiro do Sul
1,1947,Corrieri Aerei Militari
1,1947,Compania Anonima Vuelos Express
1,1947,Columbia Air Cargo
1,1947,Coastal Air Lines
1,1947,Civil Air Transport
5,1947,China National Aviation Corporation - CNAC
1,1947,Butler Air Transport
1,1947,Burke Air Transport
5,1947,British South American Airways - BSAA
6,1947,British Overseas Airways Corporation - BOAC
1,1947,British European Airways - BEA
1,1947,Bristol Aeroplane Company
1,1947,Belgische Luchtmacht
2,1947,Avianca
1,1947,Atlantic & Pacific Airlines
1,1947,American International Airways
2,1947,American Airlines
1,1947,Allegheny Air Cargo
2,1947,Alaska Airlines
3,1947,Air-India
10,1947,Air France
1,1947,Air Atlas
1,1947,Air Algérie
1,1947,Aerovias Latino Americanas
1,1947,Aerovías Cubanas Internacionales
